"Date","Price","Open","High","Low","Vol.","Change %"
"03/01/2026","2,862.37","3,154.91","3,183.38","2,783.90","1.60B","-11.18%"
"02/01/2026","3,222.75","3,002.03","3,230.07","2,990.98","1.73B","6.48%"
"01/01/2026","3,026.57","2,885.95","3,068.55","2,871.62","1.64B","4.98%"
"12/01/2025","2,882.97","2,776.89","2,893.86","2,766.18","1.08B","3.41%"
"11/01/2025","2,787.77","2,758.08","2,818.16","2,655.36","1.33B","0.75%"
"10/01/2025","2,767.07","2,658.96","2,802.27","2,650.52","1.51B","3.92%"
"09/01/2025","2,662.80","2,630.86","2,678.34","2,576.80","1.35B","1.41%"
"08/01/2025","2,625.70","2,555.48","2,690.79","2,519.53","1.07B","1.77%"
"07/01/2025","2,580.05","2,494.70","2,641.98","2,465.18","1.43B","3.47%"
"06/01/2025","2,493.50","2,484.38","2,531.42","2,412.79","1.89B","-0.10%"
"05/01/2025","2,496.04","2,456.45","2,568.68","2,417.34","2.45B","2.55%"
"04/01/2025","2,434.06","2,505.84","2,516.74","2,097.58","2.93B","-2.41%"
"03/01/2025","2,494.06","2,728.16","2,766.95","2,487.52","2.44B","-8.46%"
"02/01/2025","2,724.70","2,614.62","2,764.33","2,604.23","2.31B","2.03%"
"01/01/2025","2,670.54","2,491.60","2,690.03","2,482.44","2.48B","7.55%"
"12/01/2024","2,483.12","2,503.02","2,633.57","2,435.66","2.00B","-1.22%"
"11/01/2024","2,513.85","2,546.14","2,626.57","2,462.17","2.36B","-1.12%"
"10/01/2024","2,542.41","2,632.75","2,641.22","2,535.33","2.12B","-3.20%"
"09/01/2024","2,626.44","2,595.27","2,649.92","2,478.33","2.21B","1.17%"
"08/01/2024","2,595.96","2,599.77","2,601.14","2,356.65","1.97B","-0.51%"
"07/01/2024","2,609.33","2,591.32","2,635.21","2,527.78","2.23B","1.55%"
"06/01/2024","2,569.45","2,627.47","2,636.26","2,548.01","1.88B","-1.33%"
"05/01/2024","2,604.10","2,544.09","2,648.20","2,522.71","2.55B","1.87%"
"04/01/2024","2,556.40","2,529.41","2,572.75","2,476.61","2.30B","1.51%"
"03/01/2024","2,518.27","2,463.69","2,557.52","2,440.90","2.33B","2.67%"
"02/01/2024","2,452.80","2,352.86","2,459.91","2,336.20","2.39B","4.08%"
"01/01/2024","2,356.60","2,402.39","2,418.15","2,285.87","2.39B","-1.65%"
"12/01/2023","2,396.07","2,237.36","2,403.19","2,236.51","2.47B","7.33%"
"11/01/2023","2,232.46","2,081.81","2,245.15","2,060.30","3.00B","7.55%"
"10/01/2023","2,075.79","2,157.47","2,235.90","2,036.88","2.71B","-3.70%"
