"Date","Price","Open","High","Low","Vol.","Change %"
"05/01/2021","1,420.49","1,400.15","1,465.56","1,392.87","41.33B","1.62%"
"04/01/2021","1,397.82","1,399.34","1,445.13","1,308.52","50.97B","0.44%"
"03/01/2021","1,391.73","1,491.88","1,589.47","1,256.32","74.67B","-5.41%"
"02/01/2021","1,471.39","1,484.86","1,575.70","1,443.17","88.11B","-0.14%"
"01/01/2021","1,473.45","1,482.17","1,582.04","1,431.32","104.49B","-0.22%"
"12/01/2020","1,476.72","1,302.25","1,484.37","1,287.62","107.35B","15.05%"
"11/01/2020","1,283.58","1,119.72","1,351.65","1,117.68","121.23B","15.39%"
"10/01/2020","1,112.37","1,150.07","1,222.95","1,095.72","88.22B","-2.87%"
"09/01/2020","1,145.24","1,081.66","1,146.73","1,064.42","68.02B","6.18%"
"08/01/2020","1,078.61","1,140.39","1,143.26","985.38","77.53B","-4.29%"
"07/01/2020","1,126.90","1,171.68","1,205.86","1,120.96","91.63B","-3.29%"
"06/01/2020","1,165.25","1,064.81","1,169.71","1,063.57","76.89B","10.43%"
"05/01/2020","1,055.20","1,002.54","1,062.92","976.72","38.46B","4.36%"
"04/01/2020","1,011.10","882.86","1,023.28","878.89","47.60B","12.79%"
"03/01/2020","896.44","1,083.79","1,131.07","819.36","40.78B","-15.43%"
"02/01/2020","1,059.94","1,194.37","1,238.45","993.32","48.91B","-11.03%"
"01/01/2020","1,191.40","1,149.03","1,245.37","1,107.46","56.26B","4.12%"
"12/01/2019","1,144.25","1,073.50","1,153.12","1,067.02","49.71B","7.04%"
"11/01/2019","1,069.04","986.90","1,081.42","976.79","36.05B","8.57%"
"10/01/2019","984.69","1,052.75","1,052.97","930.32","32.95B","-6.25%"
"09/01/2019","1,050.33","967.38","1,058.34","967.38","33.11B","8.60%"
"08/01/2019","967.18","1,013.42","1,021.83","943.49","19.51B","-5.25%"
"07/01/2019","1,020.82","986.63","1,041.54","962.71","28.16B","5.80%"
"06/01/2019","964.85","903.36","966.50","898.20","19.89B","6.51%"
"05/01/2019","905.90","957.30","960.50","835.35","25.07B","-5.06%"
"04/01/2019","954.16","939.08","992.14","918.64","23.56B","1.74%"
"03/01/2019","937.84","1,046.90","1,059.29","905.24","31.89B","-10.28%"
"02/01/2019","1,045.30","1,040.61","1,052.69","1,007.13","27.21B","0.44%"
"01/01/2019","1,040.74","909.86","1,059.30","873.99","28.82B","14.03%"
