"Date","Price","Open","High","Low","Vol.","Change %"
"04/01/2021","6,046.81","5,904.74","6,205.31","5,867.22","3.09B","2.27%"
"03/01/2021","5,912.56","5,664.87","5,939.71","5,551.34","3.38B","4.40%"
"02/01/2021","5,663.62","5,593.97","5,703.57","5,593.16","3.23B","1.25%"
"01/01/2021","5,593.48","5,045.32","5,713.38","5,045.19","2.16B","10.86%"
"12/01/2020","5,045.32","4,965.45","5,160.82","4,965.45","2.04B","1.62%"
"11/01/2020","4,964.94","4,660.55","4,998.65","4,625.21","2.53B","6.54%"
"10/01/2020","4,660.04","4,518.30","4,714.04","4,479.59","2.26B","3.14%"
"09/01/2020","4,518.06","4,519.32","4,566.27","4,461.04","2.02B","-0.03%"
"08/01/2020","4,519.32","4,304.74","4,581.17","4,297.66","1.86B","4.98%"
"07/01/2020","4,304.74","4,285.38","4,359.10","4,200.95","1.02B","0.44%"
"06/01/2020","4,285.80","4,142.12","4,421.60","4,133.10","1.05B","3.48%"
"05/01/2020","4,141.61","4,230.37","4,230.37","4,015.11","859.90M","-2.10%"
"04/01/2020","4,230.37","3,722.99","4,298.49","3,639.86","1.21B","13.27%"
"03/01/2020","3,734.69","4,894.81","4,894.81","3,304.36","1.65B","-23.80%"
"02/01/2020","4,901.43","5,153.95","5,153.95","4,881.67","836.00M","-4.94%"
"01/01/2020","5,156.19","5,075.89","5,256.06","4,995.82","634.60M","1.58%"
"12/01/2019","5,075.77","5,033.34","5,114.03","5,014.85","938.20M","0.89%"
"11/01/2019","5,030.76","5,108.96","5,154.12","5,030.54","783.00M","-1.51%"
"10/01/2019","5,107.76","5,056.64","5,181.11","5,017.58","769.40M","1.00%"
"09/01/2019","5,057.32","5,165.57","5,173.86","5,052.44","933.30M","-2.10%"
"08/01/2019","5,165.57","5,316.83","5,320.07","4,964.35","910.10M","-2.86%"
"07/01/2019","5,317.90","4,980.63","5,391.38","4,962.00","1.37B","6.79%"
"06/01/2019","4,979.95","5,004.61","5,044.71","4,899.83","645.70M","-0.47%"
"05/01/2019","5,003.59","5,257.54","5,296.09","4,670.97","914.80M","-4.84%"
"04/01/2019","5,258.05","5,074.65","5,426.25","5,029.51","1.45B","3.61%"
"03/01/2019","5,074.65","5,137.81","5,148.38","4,807.90","1.15B","-1.23%"
"02/01/2019","5,137.81","5,044.49","5,171.99","4,998.13","975.90M","1.84%"
"01/01/2019","5,044.85","4,913.88","5,055.63","4,844.23","627.20M","2.64%"
