"Date","Price","Open","High","Low","Vol.","Change %"
"04/01/2024","1,367.95","1,379.86","1,411.46","1,330.24","239.45B","-0.72%"
"03/01/2024","1,377.94","1,369.63","1,395.88","1,350.98","361.09B","0.53%"
"02/01/2024","1,370.67","1,363.65","1,405.13","1,357.39","388.31B","0.45%"
"01/01/2024","1,364.52","1,415.70","1,438.10","1,352.48","379.33B","-3.63%"
"12/01/2023","1,415.85","1,382.25","1,418.98","1,354.73","193.85B","2.58%"
"11/01/2023","1,380.18","1,380.89","1,431.51","1,371.74","261.84B","-0.12%"
"10/01/2023","1,381.83","1,473.54","1,478.01","1,366.19","224.14B","-6.09%"
"09/01/2023","1,471.43","1,569.20","1,571.81","1,471.43","234.97B","-6.04%"
"08/01/2023","1,565.94","1,550.06","1,579.43","1,506.00","291.06B","0.63%"
"07/01/2023","1,556.06","1,507.65","1,559.07","1,474.94","243.29B","3.52%"
"06/01/2023","1,503.10","1,534.16","1,569.34","1,461.61","288.97B","-1.98%"
"05/01/2023","1,533.54","1,531.92","1,576.59","1,491.12","282.19B","0.29%"
"04/01/2023","1,529.12","1,610.84","1,613.98","1,524.30","226.28B","-4.97%"
"03/01/2023","1,609.17","1,627.18","1,628.92","1,518.66","390.05B","-0.81%"
"02/01/2023","1,622.35","1,676.67","1,692.94","1,618.09","343.40B","-2.94%"
"01/01/2023","1,671.46","1,675.70","1,695.99","1,659.90","347.52B","0.17%"
"12/01/2022","1,668.66","1,642.16","1,678.17","1,597.03","270.53B","2.04%"
"11/01/2022","1,635.36","1,614.23","1,640.03","1,610.75","402.44B","1.65%"
"10/01/2022","1,608.76","1,586.51","1,619.08","1,553.80","318.65B","1.21%"
"09/01/2022","1,589.51","1,636.52","1,672.64","1,584.22","432.01B","-3.02%"
"08/01/2022","1,638.93","1,584.93","1,650.71","1,581.23","423.15B","3.97%"
"07/01/2022","1,576.41","1,571.19","1,577.10","1,517.51","328.37B","0.52%"
"06/01/2022","1,568.33","1,662.32","1,664.90","1,544.26","421.28B","-5.72%"
"05/01/2022","1,663.41","1,667.41","1,668.54","1,578.11","417.69B","-0.24%"
"04/01/2022","1,667.44","1,693.67","1,708.89","1,655.25","386.36B","-1.64%"
"03/01/2022","1,695.24","1,694.95","1,705.50","1,580.80","650.70B","0.60%"
"02/01/2022","1,685.18","1,659.43","1,718.55","1,656.62","533.43B","2.21%"
"01/01/2022","1,648.81","1,664.51","1,682.93","1,617.87","617.70B","-0.53%"
"12/01/2021","1,657.62","1,576.26","1,660.85","1,563.04","512.49B","5.67%"
"11/01/2021","1,568.69","1,627.59","1,658.60","1,565.95","639.45B","-3.37%"
"10/01/2021","1,623.43","1,600.59","1,651.41","1,593.32","578.72B","1.11%"
"09/01/2021","1,605.68","1,643.01","1,658.08","1,591.81","774.76B","-2.02%"
"08/01/2021","1,638.75","1,523.42","1,643.76","1,512.28","657.82B","7.68%"
"07/01/2021","1,521.92","1,591.04","1,596.36","1,516.77","511.55B","-4.15%"
"06/01/2021","1,587.79","1,602.65","1,642.80","1,565.31","623.59B","-0.36%"
"05/01/2021","1,593.59","1,581.86","1,596.80","1,501.02","621.89B","0.66%"
"04/01/2021","1,583.13","1,594.01","1,606.41","1,529.29","565.11B","-0.26%"
"03/01/2021","1,587.21","1,493.55","1,593.93","1,487.99","695.54B","6.04%"
"02/01/2021","1,496.78","1,465.76","1,531.29","1,456.45","475.30B","2.03%"
"01/01/2021","1,466.98","1,428.80","1,561.66","1,425.48","568.11B","1.22%"
"12/01/2020","1,449.35","1,418.06","1,512.99","1,388.23","513.42B","2.91%"
"11/01/2020","1,408.31","1,196.64","1,444.53","1,191.44","532.63B","17.86%"
"10/01/2020","1,194.95","1,244.23","1,282.65","1,187.49","397.33B","-3.40%"
"09/01/2020","1,237.04","1,312.75","1,322.66","1,236.53","336.98B","-5.62%"
"08/01/2020","1,310.66","1,324.46","1,353.53","1,292.59","389.66B","-1.35%"
"07/01/2020","1,328.53","1,345.62","1,391.77","1,303.25","340.35B","-0.78%"
"06/01/2020","1,339.03","1,355.39","1,454.95","1,306.67","412.75B","-0.28%"
"05/01/2020","1,342.85","1,287.70","1,358.60","1,252.20","267.99B","3.16%"
"04/01/2020","1,301.66","1,117.51","1,301.66","1,105.31","297.20B","15.61%"
"03/01/2020","1,125.86","1,355.99","1,408.35","969.08","293.70B","-16.01%"
"02/01/2020","1,340.52","1,507.28","1,542.76","1,337.00","355.36B","-11.47%"
"01/01/2020","1,514.14","1,584.35","1,604.43","1,507.36","410.30B","-4.16%"
"12/01/2019","1,579.84","1,588.59","1,589.34","1,543.22","317.92B","-0.68%"
"11/01/2019","1,590.59","1,600.73","1,642.50","1,580.08","406.16B","-0.68%"
"10/01/2019","1,601.49","1,637.59","1,640.15","1,579.13","387.89B","-2.18%"
"09/01/2019","1,637.22","1,651.20","1,679.65","1,620.77","378.59B","-1.07%"
"08/01/2019","1,654.92","1,706.56","1,709.05","1,590.55","429.58B","-3.33%"
"07/01/2019","1,711.97","1,744.13","1,748.15","1,702.72","434.66B","-1.06%"
"06/01/2019","1,730.34","1,624.65","1,735.88","1,622.99","305.55B","6.80%"
"05/01/2019","1,620.22","1,677.00","1,682.50","1,599.10","287.63B","-3.18%"
"04/01/2019","1,673.52","1,645.37","1,683.79","1,640.01","200.07B","2.13%"
"03/01/2019","1,638.65","1,655.27","1,656.64","1,612.85","279.09B","-0.90%"
"02/01/2019","1,653.48","1,644.61","1,674.54","1,632.82","244.12B","0.72%"
"01/01/2019","1,641.73","1,567.09","1,649.85","1,550.22","282.06B","4.98%"
