"Date","Price","Open","High","Low","Vol.","Change %"
"03/01/2026","66,685.76","71,487.82","71,487.82","63,781.25","3.88B","-6.61%"
"02/01/2026","71,405.77","68,001.12","72,111.41","67,721.97","3.52B","5.63%"
"01/01/2026","67,598.95","64,366.62","70,483.16","63,802.14","3.42B","5.12%"
"12/01/2025","64,308.29","63,720.63","65,882.59","62,461.06","3.26B","1.12%"
"11/01/2025","63,596.78","62,729.51","64,406.21","61,289.77","3.10B","1.32%"
"10/01/2025","62,769.18","62,946.16","63,540.28","60,110.48","3.80B","-0.23%"
"09/01/2025","62,915.57","58,670.29","63,128.53","58,398.75","4.46B","7.17%"
"08/01/2025","58,708.86","57,485.57","59,421.61","56,486.86","3.41B","2.28%"
"07/01/2025","57,397.93","57,446.31","58,680.87","55,287.90","4.08B","-0.09%"
"06/01/2025","57,450.88","57,973.40","58,600.78","55,603.77","4.39B","-0.68%"
"05/01/2025","57,841.69","55,602.80","59,735.43","55,241.51","4.23B","2.81%"
"04/01/2025","56,259.28","52,546.87","57,415.86","49,799.28","4.78B","7.19%"
"03/01/2025","52,484.43","52,259.49","53,573.31","50,964.73","4.53B","0.30%"
"02/01/2025","52,325.73","51,407.23","54,670.85","51,200.40","4.07B","2.18%"
"01/01/2025","51,209.53","49,606.88","52,375.65","48,878.40","3.52B","3.43%"
"12/01/2024","49,513.27","49,954.98","52,291.89","48,769.88","4.08B","-0.60%"
"11/01/2024","49,812.64","50,688.27","52,594.22","49,458.79","4.25B","-1.67%"
"10/01/2024","50,661.05","52,324.65","53,141.54","50,520.96","4.72B","-3.46%"
"09/01/2024","52,477.30","52,133.89","54,201.46","50,782.11","4.63B","0.95%"
"08/01/2024","51,985.87","53,138.53","54,343.28","51,259.73","4.78B","-2.09%"
"07/01/2024","53,093.97","52,452.44","55,120.42","51,802.50","5.22B","1.25%"
"06/01/2024","52,440.02","54,967.91","55,730.31","51,358.97","5.71B","-4.96%"
"05/01/2024","55,179.24","56,766.40","58,169.69","54,352.15","4.58B","-2.73%"
"04/01/2024","56,727.98","57,423.51","58,298.77","55,383.25","4.43B","-1.12%"
"03/01/2024","57,369.01","55,396.30","57,599.08","54,713.48","3.77B","3.53%"
"02/01/2024","55,414.00","57,367.28","59,020.55","55,085.80","4.13B","-3.41%"
"01/01/2024","57,372.76","57,456.81","57,829.01","54,346.58","3.97B","-0.02%"
"12/01/2023","57,386.25","53,955.79","58,338.32","53,400.76","3.81B","6.15%"
"11/01/2023","54,060.01","49,051.92","54,165.81","48,976.86","4.20B","10.19%"
"10/01/2023","49,061.88","51,001.79","51,305.93","47,765.06","4.67B","-3.56%"
"09/01/2023","50,874.98","53,233.15","53,661.62","50,783.07","4.93B","-4.05%"
"08/01/2023","53,020.98","54,791.48","54,901.90","52,610.14","7.29B","-3.28%"
"07/01/2023","54,819.05","53,536.94","55,244.82","53,117.59","3.74B","2.42%"
"06/01/2023","53,526.10","52,803.58","55,407.72","52,687.43","4.70B","1.50%"
"05/01/2023","52,736.26","55,059.26","55,626.51","52,575.14","5.59B","-4.33%"
"04/01/2023","55,121.22","54,037.67","55,178.62","53,308.07","2.40B","2.26%"
