"Date","Price","Open","High","Low","Vol.","Change %"
"03/01/2023","53,904.00","52,720.40","54,604.07","51,814.68","4.32B","2.17%"
"02/01/2023","52,758.06","54,555.91","55,173.58","52,141.14","3.43B","-3.31%"
"01/01/2023","54,564.27","48,506.04","55,309.97","48,478.94","2.79B","12.59%"
"12/01/2022","48,463.86","51,649.60","51,811.17","48,383.20","2.87B","-6.23%"
"11/01/2022","51,684.86","50,004.42","52,457.14","49,431.48","3.96B","3.53%"
"10/01/2022","49,922.30","44,779.20","49,990.94","44,686.64","4.08B","11.87%"
"09/01/2022","44,626.80","44,851.23","47,944.60","44,518.73","3.81B","-0.65%"
"08/01/2022","44,919.22","48,094.47","48,944.49","44,844.18","3.53B","-6.70%"
"07/01/2022","48,144.33","47,543.35","48,584.14","46,164.27","2.76B","1.30%"
"06/01/2022","47,524.45","51,739.87","51,820.68","46,344.94","4.15B","-8.17%"
"05/01/2022","51,752.53","51,426.27","52,745.98","48,669.21","5.50B","0.65%"
"04/01/2022","51,417.97","56,530.56","57,064.16","51,315.04","3.13B","-9.05%"
"03/01/2022","56,536.68","53,403.89","56,730.53","51,884.08","5.17B","5.87%"
"02/01/2022","53,400.61","51,511.27","53,901.91","50,003.09","3.95B","4.03%"
"01/01/2022","51,330.85","53,278.11","54,219.14","49,673.64","3.23B","-3.64%"
"12/01/2021","53,272.44","49,879.76","53,630.53","49,869.01","3.42B","7.19%"
"11/01/2021","49,698.72","51,353.61","52,577.33","49,064.67","3.93B","-3.14%"
"10/01/2021","51,309.84","51,376.69","52,942.26","50,558.16","2.99B","-0.15%"
"09/01/2021","51,385.55","53,400.27","53,400.27","50,402.92","3.33B","-3.60%"
"08/01/2021","53,304.74","50,983.80","53,375.89","50,669.77","3.11B","4.79%"
"07/01/2021","50,868.32","50,244.02","51,856.68","48,598.09","2.49B","1.15%"
"06/01/2021","50,289.75","50,943.24","51,705.23","49,832.11","3.14B","-1.17%"
"05/01/2021","50,885.95","48,191.68","51,066.86","48,089.57","3.06B","5.99%"
"04/01/2021","48,009.72","47,575.61","49,399.62","47,138.34","2.97B","1.62%"
"03/01/2021","47,246.26","44,787.66","48,314.24","44,614.68","4.43B","5.95%"
"02/01/2021","44,592.91","43,152.31","45,738.15","43,152.31","4.48B","3.74%"
"01/01/2021","42,985.73","44,200.04","46,925.06","42,900.96","4.04B","-2.45%"
"12/01/2020","44,066.88","41,987.43","45,364.57","41,902.77","4.00B","5.48%"
"11/01/2020","41,778.87","37,123.17","42,918.47","36,885.81","3.93B","12.95%"
"10/01/2020","36,987.86","37,435.73","38,989.03","36,313.74","3.27B","-1.26%"
"09/01/2020","37,458.69","36,893.82","37,688.51","35,354.03","3.70B","1.68%"
"08/01/2020","36,840.73","37,359.03","39,349.38","36,788.67","2.92B","-0.48%"
"07/01/2020","37,019.68","37,636.23","38,416.96","35,883.47","3.27B","-1.85%"
"06/01/2020","37,716.43","36,115.13","40,030.95","35,979.22","4.62B","4.41%"
"05/01/2020","36,122.73","36,266.73","38,015.94","35,277.54","3.90B","-0.95%"
"04/01/2020","36,470.11","34,098.86","36,976.65","32,503.25","4.05B","5.54%"
"03/01/2020","34,554.53","41,391.09","43,462.27","32,646.96","5.72B","-16.38%"
"02/01/2020","41,324.31","44,330.97","45,645.93","39,838.04","3.35B","-6.31%"
"01/01/2020","44,108.31","43,739.52","45,955.41","43,716.49","3.30B","1.30%"
"12/01/2019","43,541.02","42,863.35","45,189.83","41,894.75","2.68B","1.68%"
"11/01/2019","42,820.18","43,337.12","44,261.34","42,755.99","2.84B","-1.19%"
"10/01/2019","43,337.28","43,006.12","43,979.29","42,107.01","3.49B","0.76%"
"09/01/2019","43,011.27","42,621.87","43,665.94","41,724.23","3.70B","0.91%"
"08/01/2019","42,622.50","40,816.98","42,680.23","38,265.51","4.73B","4.31%"
"07/01/2019","40,863.09","43,218.10","43,763.99","40,540.97","2.90B","-5.32%"
"06/01/2019","43,161.17","42,857.79","43,958.40","42,748.74","3.03B","0.96%"
"05/01/2019","42,749.16","44,513.05","44,577.00","42,050.42","3.80B","-4.14%"
"04/01/2019","44,597.32","43,302.45","45,599.57","43,168.06","2.79B","3.04%"
"03/01/2019","43,281.28","42,947.71","43,362.91","41,140.32","3.52B","1.07%"
"02/01/2019","42,823.81","44,095.44","44,495.02","42,066.08","3.01B","-2.65%"
"01/01/2019","43,987.94","41,550.75","44,541.41","41,436.49","3.77B","5.64%"
