"Date","Price","Open","High","Low","Vol.","Change %"
"03/01/2026","1.3545","1.3763","1.4325","1.3357","1.60B","-1.60%"
"02/01/2026","1.3765","1.6471","1.6787","1.1224","17.88B","-16.44%"
"01/01/2026","1.6473","1.8412","2.4153","1.5213","11.69B","-10.53%"
"12/01/2025","1.8411","2.1589","2.2183","1.7723","9.34B","-14.58%"
"11/01/2025","2.1554","2.5093","2.5797","1.8236","14.11B","-14.11%"
"10/01/2025","2.5093","2.8467","3.0991","1.5077","14.36B","-11.85%"
"09/01/2025","2.8467","2.7757","3.1849","2.6999","9.66B","2.56%"
"08/01/2025","2.7756","3.0220","3.3818","2.7295","13.37B","-8.14%"
"07/01/2025","3.0216","2.2366","3.6556","2.1485","19.65B","35.07%"
"06/01/2025","2.2371","2.1738","2.3377","1.9116","9.61B","2.91%"
"05/01/2025","2.1738","2.1909","2.6508","2.0784","12.34B","-0.78%"
"04/01/2025","2.1910","2.0897","2.3537","1.6283","17.21B","4.85%"
"03/01/2025","2.0896","2.1399","2.9676","1.9060","21.08B","-2.60%"
"02/01/2025","2.1455","3.0349","3.0709","1.8739","23.10B","-29.31%"
"01/01/2025","3.0349","2.0828","3.3954","2.0807","25.84B","45.70%"
"12/01/2024","2.0830","1.9482","2.8928","1.8514","56.85B","6.89%"
"11/01/2024","1.9488","0.5095","1.9550","0.4920","46.27B","282.50%"
"10/01/2024","0.5095","0.6116","0.6340","0.4903","14.58B","-16.70%"
"09/01/2024","0.6116","0.5662","0.6638","0.5029","12.96B","8.00%"
"08/01/2024","0.5663","0.6231","0.6418","0.4327","17.43B","-9.12%"
"07/01/2024","0.6231","0.4760","0.6581","0.3865","20.76B","30.90%"
"06/01/2024","0.4760","0.5175","0.5322","0.4599","13.30B","-8.02%"
"05/01/2024","0.5175","0.5006","0.5692","0.4795","15.14B","3.42%"
"04/01/2024","0.5004","0.6291","0.6418","0.4312","21.67B","-20.46%"
"03/01/2024","0.6291","0.5861","0.7435","0.5454","32.65B","7.35%"
"02/01/2024","0.5860","0.5033","0.6234","0.4904","16.30B","16.44%"
"01/01/2024","0.5033","0.6154","0.6394","0.4910","15.32B","-18.22%"
"12/01/2023","0.6154","0.6055","0.6994","0.5814","15.31B","1.65%"
"11/01/2023","0.6054","0.5996","0.7478","0.5737","16.62B","0.97%"
"10/01/2023","0.5996","0.5148","0.6156","0.4746","12.95B","16.46%"
"09/01/2023","0.5148","0.5110","0.5463","0.4624","11.81B","0.75%"
"08/01/2023","0.5110","0.6976","0.7076","0.4334","17.77B","-26.76%"
"07/01/2023","0.6976","0.4729","0.9214","0.4586","21.33B","47.52%"
"06/01/2023","0.4729","0.5168","0.5634","0.4507","13.98B","-8.49%"
"05/01/2023","0.5168","0.4706","0.5289","0.4116","13.23B","9.83%"
"04/01/2023","0.4705","0.5379","0.5453","0.4364","13.88B","-12.54%"
"03/01/2023","0.5380","0.3762","0.5821","0.3480","25.47B","43.01%"
"02/01/2023","0.3762","0.4057","0.4202","0.3629","12.35B","-7.27%"
"01/01/2023","0.4057","0.3388","0.4321","0.3152","15.97B","19.78%"
"12/01/2022","0.3387","0.4078","0.4092","0.3329","10.95B","-16.94%"
"11/01/2022","0.4078","0.4643","0.5096","0.3203","16.50B","-12.18%"
"10/01/2022","0.4643","0.4799","0.5468","0.4296","15.46B","-3.24%"
"09/01/2022","0.4799","0.3277","0.5570","0.3137","25.27B","46.44%"
"08/01/2022","0.3277","0.3793","0.3934","0.3187","12.15B","-13.60%"
"07/01/2022","0.3793","0.3320","0.4091","0.3034","12.92B","14.24%"
"06/01/2022","0.3320","0.4216","0.4262","0.2876","16.97B","-21.24%"
"05/01/2022","0.4216","0.5852","0.6567","0.3366","23.44B","-27.97%"
"04/01/2022","0.5852","0.8150","0.8498","0.5713","14.01B","-28.20%"
"03/01/2022","0.8150","0.7813","0.9113","0.6976","16.88B","4.32%"
"02/01/2022","0.7813","0.6176","0.9126","0.5894","24.12B","26.53%"
"01/01/2022","0.6175","0.8301","0.8638","0.5520","16.24B","-25.60%"
"12/01/2021","0.8299","0.9984","1.0172","0.6207","22.11B","-16.81%"
"11/01/2021","0.9976","1.1127","1.3463","0.8902","20.43B","-10.33%"
"10/01/2021","1.1126","0.9532","1.2216","0.9444","18.35B","16.71%"
"09/01/2021","0.9533","1.1860","1.4152","0.8590","21.61B","-19.63%"
"08/01/2021","1.1861","0.7444","1.3481","0.6973","27.02B","59.36%"
"07/01/2021","0.7443","0.7053","0.7691","0.5176","17.66B","5.52%"
"06/01/2021","0.7054","1.0412","1.0973","0.5102","28.16B","-32.37%"
"05/01/2021","1.0429","1.5985","1.7600","0.6507","60.42B","-34.70%"
"04/01/2021","1.5971","0.5696","1.9633","0.5507","78.26B","180.40%"
"03/01/2021","0.5696","0.4157","0.5995","0.4123","33.96B","37.15%"
"02/01/2021","0.4153","0.4949","0.7536","0.3413","70.40B","-16.09%"
"01/01/2021","0.4949","0.2193","0.5088","0.2114","80.29B","125.73%"
"12/01/2020","0.2193","0.6639","0.6795","0.1743","81.60B","-66.97%"
"11/01/2020","0.6639","0.2397","0.7788","0.2280","53.18B","176.94%"
"10/01/2020","0.2397","0.2418","0.2635","0.2285","33.88B","-0.84%"
"09/01/2020","0.2417","0.2811","0.3037","0.2195","39.38B","-14.02%"
"08/01/2020","0.2812","0.2595","0.3267","0.2549","58.23B","8.36%"
"07/01/2020","0.2595","0.2410","0.2604","0.2374","39.33B","48.00%"
"06/01/2020","0.1753","0.2025","0.2145","0.1695","30.43B","-13.44%"
"05/01/2020","0.2025","0.2114","0.2265","0.1824","59.95B","-4.21%"
"04/01/2020","0.2114","0.1736","0.2355","0.1682","84.17B","21.77%"
"03/01/2020","0.1736","0.2290","0.2462","0.1057","130.71B","-24.18%"
"02/01/2020","0.2290","0.2394","0.3455","0.2290","85.10B","-4.33%"
"01/01/2020","0.2394","0.1929","0.3232","0.1846","60.37B","24.07%"
"12/01/2019","0.1929","0.2255","0.2318","0.1755","49.23B","-14.43%"
"11/01/2019","0.2255","0.2945","0.3142","0.2027","49.82B","-23.43%"
"10/01/2019","0.2945","0.2564","0.3120","0.2423","56.76B","14.84%"
"09/01/2019","0.2564","0.2576","0.3257","0.2252","39.25B","-0.45%"
"08/01/2019","0.2576","0.3197","0.3197","0.2402","41.61B","-19.42%"
"07/01/2019","0.3197","0.3970","0.4212","0.2861","40.08B","-19.47%"
