"Date","Price","Open","High","Low","Vol.","Change %"
"07/01/2021","1.0002","1.0004","1.0015","0.9987","5.93B","-0.01%"
"06/01/2021","1.0003","1.0002","1.0041","0.9978","8.31B","0.01%"
"05/01/2021","1.0001","1.0004","1.0057","0.9980","12.85B","0.00%"
"04/01/2021","1.0002","1.0003","1.0033","0.9952","8.25B","-0.01%"
"03/01/2021","1.0002","1.0024","1.0030","0.9984","5.96B","-0.22%"
"02/01/2021","1.0024","1.0009","1.0039","0.9957","5.94B","0.15%"
"01/01/2021","1.0009","1.0004","1.0045","0.9969","6.22B","0.04%"
"12/01/2020","1.0005","1.0003","1.0036","0.9954","3.24B","0.02%"
"11/01/2020","1.0004","0.9994","1.0036","0.9985","2.01B","0.02%"
"10/01/2020","1.0001","1.0015","1.0023","0.9998","974.40M","-0.08%"
"09/01/2020","1.0009","1.0009","1.0030","1.0002","972.90M","0.00%"
"08/01/2020","1.0009","1.0013","1.0031","0.9985","900.08M","-0.04%"
"07/01/2020","1.0013","1.0003","1.0031","0.9997","559.97M","0.10%"
"06/01/2020","1.0003","0.9993","1.0028","0.9983","293.31M","0.10%"
"05/01/2020","0.9993","1.0007","1.0024","0.9988","363.81M","-0.14%"
"04/01/2020","1.0007","1.0036","1.0063","0.9986","265.95M","-0.28%"
"03/01/2020","1.0035","1.0064","1.0667","1.0008","415.10M","-0.10%"
"02/01/2020","1.0045","0.9999","1.0057","0.9999","234.37M","0.47%"
"01/01/2020","0.9999","1.0095","1.0167","0.9959","182.16M","-0.49%"
"12/01/2019","1.0048","1.0089","1.0198","1.0008","145.69M","-0.40%"
"11/01/2019","1.0088","1.0034","1.0154","0.9994","171.46M","0.54%"
"10/01/2019","1.0034","1.0058","1.0114","1.0015","163.92M","-0.23%"
"09/01/2019","1.0058","1.0035","1.0182","0.9991","176.99M","0.23%"
"08/01/2019","1.0035","1.0015","1.0094","0.9976","178.44M","0.20%"
"07/01/2019","1.0015","0.9936","1.0049","0.9936","342.81M","0.78%"
"06/01/2019","0.9937","0.9988","1.0062","0.9817","439.45M","-0.51%"
"05/01/2019","0.9988","1.0207","174.1763","0.9906","454.30M","-2.15%"
"04/01/2019","1.0207","1.0006","1.0420","0.9867","253.74M","2.01%"
"03/01/2019","1.0006","0.9954","1.0211","0.9933","56.65M","0.53%"
"02/01/2019","0.9954","1.0005","1.0095","0.9856","76.52M","0.05%"
"01/01/2019","0.9949","0.9995","1.0265","0.9926","148.64M","-0.46%"
