"Date","Price","Open","High","Low","Vol.","Change %"
"02/01/2020","8,543.7","9,349.3","10,482.6","8,543.7","23.76M","-8.62%"
"01/01/2020","9,349.1","7,196.4","9,569.0","6,884.1","23.56M","29.91%"
"12/01/2019","7,196.4","7,546.5","7,702.2","6,462.2","21.03M","-4.64%"
"11/01/2019","7,546.6","9,153.1","9,500.4","6,534.8","21.33M","-17.55%"
"10/01/2019","9,152.6","8,285.0","10,540.0","7,329.2","19.93M","10.48%"
"09/01/2019","8,284.3","9,594.7","10,896.2","7,749.0","13.58M","-13.65%"
"08/01/2019","9,594.4","10,081.9","12,291.9","9,343.0","17.53M","-4.84%"
"07/01/2019","10,082.0","10,821.4","13,134.4","9,082.6","23.61M","-6.81%"
"06/01/2019","10,818.6","8,556.9","13,929.8","7,480.4","22.96M","26.41%"
"05/01/2019","8,558.3","5,321.1","9,045.9","5,319.5","44.06M","60.85%"
"04/01/2019","5,320.8","4,102.3","5,594.4","4,076.8","54.03M","29.70%"
"03/01/2019","4,102.3","3,816.7","4,138.1","3,681.8","81.62M","7.49%"
"02/01/2019","3,816.6","3,437.7","4,194.2","3,382.5","23.13M","11.04%"
"01/01/2019","3,437.2","3,709.5","4,070.5","3,368.2","15.72M","-7.34%"
